Date,Symbol,Open,High,Low,Close,Volume
2016-05-30,NIFTY50,10351.99,10464.7,10308.99,10408.41,422967982
2016-05-31,NIFTY50,10416.09,10572.82,10382.15,10555.06,191286887
2016-06-01,NIFTY50,10534.61,10682.74,10525.5,10669.48,403273466
2016-06-02,NIFTY50,10672.21,10708.49,10608.07,10662.41,443126099
2016-06-03,NIFTY50,10647.06,10735.81,10600.8,10672.52,422828931
2016-06-06,NIFTY50,10655.34,10670.18,10628.44,10633.29,376319215
2016-06-07,NIFTY50,10638.99,10689.01,10597.63,10626.36,274257814
2016-06-08,NIFTY50,10623.46,10810.36,10581.35,10766.45,221848134
2016-06-09,NIFTY50,10755.53,10760.28,10733.32,10750.61,359220409
2016-06-10,NIFTY50,10760.91,10781.36,10692.47,10699.31,160080435
2016-06-13,NIFTY50,10710.49,10717.06,10665.77,10671.36,391340465
2016-06-14,NIFTY50,10667.44,10669.12,10532.95,10555.36,221700550
2016-06-15,NIFTY50,10570.72,10582.76,10544.47,10581.98,200402445
2016-06-16,NIFTY50,10602.84,10618.28,10478.81,10511.67,377951528
2016-06-17,NIFTY50,10501.93,10511.13,10483.56,10494.09,303143007
2016-06-20,NIFTY50,10476.33,10492.15,10353.0,10368.34,466053620
2016-06-21,NIFTY50,10352.04,10425.76,10293.1,10406.74,340520376
2016-06-22,NIFTY50,10421.82,10449.35,10342.34,10369.13,231143921
2016-06-23,NIFTY50,10377.23,10407.05,10241.11,10252.04,404883705
2016-06-24,NIFTY50,10260.04,10290.26,10214.92,10250.33,280617433
2016-06-27,NIFTY50,10262.05,10284.53,10170.16,10227.35,263034823
2016-06-28,NIFTY50,10234.79,10268.57,10078.6,10136.56,433147738
2016-06-29,NIFTY50,10148.63,10200.02,10144.42,10149.4,374338171
2016-06-30,NIFTY50,10141.4,10224.48,10132.02,10209.01,399315626
2016-07-01,NIFTY50,10229.05,10302.82,10204.45,10273.28,448551695
2016-07-04,NIFTY50,10269.92,10306.76,10210.25,10304.49,451564200
2016-07-05,NIFTY50,10288.39,10410.44,10247.36,10394.96,260312565
2016-07-06,NIFTY50,10415.07,10530.88,10390.1,10488.25,357461618
2016-07-07,NIFTY50,10467.71,10485.37,10435.64,10469.12,436341838
2016-07-08,NIFTY50,10457.44,10480.91,10403.83,10432.82,433202340
2016-07-11,NIFTY50,10432.1,10649.14,10374.48,10630.3,233210920
2016-07-12,NIFTY50,10615.07,10850.55,10586.07,10830.28,310172118
2016-07-13,NIFTY50,10812.85,10859.69,10737.9,10767.12,196913998
2016-07-14,NIFTY50,10750.55,10885.73,10708.75,10830.55,252270977
2016-07-15,NIFTY50,10831.24,10868.96,10809.73,10833.08,379790937
2016-07-18,NIFTY50,10828.97,10853.37,10787.35,10841.37,384921945
2016-07-19,NIFTY50,10857.98,10887.27,10807.22,10835.14,153264054
2016-07-20,NIFTY50,10846.08,10916.35,10842.01,10863.64,210008680
2016-07-21,NIFTY50,10857.8,10870.64,10793.94,10801.33,436464618
2016-07-22,NIFTY50,10805.52,10845.15,10693.94,10731.74,358490058
2016-07-25,NIFTY50,10717.68,10760.99,10543.48,10594.37,220525202
2016-07-26,NIFTY50,10583.29,10590.72,10540.78,10564.45,232271605
2016-07-27,NIFTY50,10549.14,10573.43,10456.22,10467.89,478582175
2016-07-28,NIFTY50,10488.82,10523.74,10389.94,10420.55,235509787
2016-07-29,NIFTY50,10425.53,10578.92,10365.99,10524.26,450994629
2016-08-01,NIFTY50,10543.79,10640.66,10512.48,10608.49,447124156
2016-08-02,NIFTY50,10608.01,10690.04,10606.04,10684.74,287688320
2016-08-03,NIFTY50,10686.35,10697.13,10635.52,10664.78,423688498
2016-08-04,NIFTY50,10648.32,10803.55,10595.72,10753.54,375831630
2016-08-05,NIFTY50,10764.72,10793.23,10749.08,10763.19,381650520
2016-08-08,NIFTY50,10774.01,10892.7,10709.42,10873.28,431486310
2016-08-09,NIFTY50,10855.32,11044.65,10847.67,10987.6,306355472
2016-08-10,NIFTY50,10995.92,11052.72,10938.01,10978.21,383119126
2016-08-11,NIFTY50,10965.32,11123.66,10961.42,11109.87,378919868
2016-08-12,NIFTY50,11095.13,11160.3,10998.28,11017.62,317901143
2016-08-15,NIFTY50,11035.26,11089.23,10981.08,10990.02,380266605
2016-08-16,NIFTY50,11006.16,11046.3,10948.96,11037.9,296417869
2016-08-17,NIFTY50,11026.75,11082.56,10927.07,10952.87,243761482
2016-08-18,NIFTY50,10949.12,10978.81,10903.4,10945.01,201416112
2016-08-19,NIFTY50,10953.53,11011.19,10919.89,10949.76,413805425
2016-08-22,NIFTY50,10961.77,11158.98,10913.69,11110.14,454148797
2016-08-23,NIFTY50,11125.7,11178.81,11055.98,11082.42,390159805
2016-08-24,NIFTY50,11074.57,11093.41,10985.91,11022.11,232091225
2016-08-25,NIFTY50,11015.22,11060.33,10912.68,10915.85,223073328
2016-08-26,NIFTY50,10894.73,11033.95,10884.4,10972.76,415689506
2016-08-29,NIFTY50,10959.69,11409.16,10951.02,11362.22,422824248
2016-08-30,NIFTY50,11351.95,11601.51,11334.89,11556.12,409298994
2016-08-31,NIFTY50,11535.4,11578.7,11452.33,11502.43,288514078
2016-09-01,NIFTY50,11483.81,11641.92,11478.44,11627.03,300837057
2016-09-02,NIFTY50,11604.15,11628.07,11504.96,11513.29,413579387
2016-09-05,NIFTY50,11500.81,11506.97,11370.65,11425.91,220995979
2016-09-06,NIFTY50,11409.32,11605.91,11357.76,11552.29,245981531
2016-09-07,NIFTY50,11532.35,11571.33,11469.64,11511.79,246457467
2016-09-08,NIFTY50,11517.69,11528.15,11464.43,11492.82,393888153
2016-09-09,NIFTY50,11474.46,11601.43,11433.87,11549.29,373675339
2016-09-12,NIFTY50,11562.74,11579.93,11367.06,11411.2,317099824
2016-09-13,NIFTY50,11416.11,11469.46,11274.03,11320.93,336622818
2016-09-14,NIFTY50,11306.83,11333.41,11132.94,11176.27,314082137
2016-09-15,NIFTY50,11176.25,11317.12,11140.82,11276.93,170572516
2016-09-16,NIFTY50,11260.33,11356.29,11221.93,11297.94,352627495
2016-09-19,NIFTY50,11296.63,11425.35,11291.68,11358.07,196169010
2016-09-20,NIFTY50,11377.27,11495.7,11350.1,11430.63,323217157
2016-09-21,NIFTY50,11426.77,11474.88,11325.53,11331.14,476197229
2016-09-22,NIFTY50,11312.26,11410.49,11249.76,11405.08,248649476
2016-09-23,NIFTY50,11411.21,11468.34,11270.43,11316.68,199873088
2016-09-26,NIFTY50,11337.2,11353.44,11153.41,11169.8,433005777
2016-09-27,NIFTY50,11149.92,11194.48,10963.69,11007.15,279871462
2016-09-28,NIFTY50,11016.03,11026.85,10893.1,10955.75,450905040
2016-09-29,NIFTY50,10945.2,11037.83,10895.96,11013.26,309740976
2016-09-30,NIFTY50,11030.88,11101.29,11002.46,11079.02,456992512
2016-10-03,NIFTY50,11082.42,11087.55,10996.0,11026.11,359737712
2016-10-04,NIFTY50,11011.42,11201.45,10960.33,11190.88,243587957
2016-10-05,NIFTY50,11170.47,11228.31,10997.34,11013.5,467199063
2016-10-06,NIFTY50,10999.36,11213.15,10997.02,11148.91,421271810
2016-10-07,NIFTY50,11167.46,11188.89,11100.64,11155.93,352352964
2016-10-10,NIFTY50,11135.96,11150.88,11025.48,11059.71,189721850
2016-10-11,NIFTY50,11058.16,11112.72,11002.11,11093.93,335796009
2016-10-12,NIFTY50,11088.11,11107.51,10823.05,10874.23,335731222
2016-10-13,NIFTY50,10873.94,10924.35,10759.13,10771.76,485219014
2016-10-14,NIFTY50,10750.49,10805.44,10735.46,10778.92,338219835
2016-10-17,NIFTY50,10757.78,10779.4,10700.94,10749.89,361493997
2016-10-18,NIFTY50,10732.86,10780.55,10717.52,10746.39,415504144
2016-10-19,NIFTY50,10731.01,10797.62,10728.19,10779.52,282728054
2016-10-20,NIFTY50,10788.18,10812.3,10674.28,10737.06,203285401
2016-10-21,NIFTY50,10742.96,10768.38,10597.85,10635.62,200768989
2016-10-24,NIFTY50,10624.42,10784.36,10604.34,10767.5,405722502
2016-10-25,NIFTY50,10759.66,10781.98,10754.84,10764.41,259571577
2016-10-26,NIFTY50,10747.58,10801.89,10718.59,10795.04,327660212
2016-10-27,NIFTY50,10815.1,10828.58,10646.06,10665.79,327269839
2016-10-28,NIFTY50,10678.91,10738.41,10633.76,10718.84,180190166
2016-10-31,NIFTY50,10703.77,10880.71,10641.57,10834.48,401864971
2016-11-01,NIFTY50,10824.09,10888.43,10784.85,10786.86,383241732
2016-11-02,NIFTY50,10789.02,10795.16,10731.22,10737.78,235289942
2016-11-03,NIFTY50,10749.85,10951.14,10737.07,10936.55,432637547
2016-11-04,NIFTY50,10942.88,10981.12,10824.85,10841.69,206762119
2016-11-07,NIFTY50,10859.14,11137.97,10850.75,11108.41,408693184
2016-11-08,NIFTY50,11088.44,11378.33,11059.63,11315.59,429589310
2016-11-09,NIFTY50,11312.27,11336.29,11165.23,11226.42,321083692
2016-11-10,NIFTY50,11205.52,11400.22,11188.99,11358.02,344590356
2016-11-11,NIFTY50,11357.07,11463.43,11330.97,11457.4,407892109
2016-11-14,NIFTY50,11458.58,11652.81,11403.43,11608.88,181703024
2016-11-15,NIFTY50,11602.34,11655.26,11568.6,11617.31,422768389
2016-11-16,NIFTY50,11595.28,11642.81,11593.25,11601.25,304982957
2016-11-17,NIFTY50,11602.62,11923.24,11533.03,11868.63,290021108
2016-11-18,NIFTY50,11857.55,11915.62,11675.75,11740.36,199470791
2016-11-21,NIFTY50,11743.92,11892.82,11716.55,11823.11,260406457
2016-11-22,NIFTY50,11837.59,11887.14,11589.58,11653.49,188836317
2016-11-23,NIFTY50,11656.64,11666.58,11537.33,11603.36,432081455
2016-11-24,NIFTY50,11581.91,11667.51,11540.1,11663.58,169038674
2016-11-25,NIFTY50,11683.08,11808.6,11673.93,11794.34,272771498
2016-11-28,NIFTY50,11786.02,11826.96,11744.54,11825.4,232001735
2016-11-29,NIFTY50,11842.46,11944.94,11815.92,11876.5,378041614
2016-11-30,NIFTY50,11868.07,11937.56,11769.54,11821.48,402354642
2016-12-01,NIFTY50,11828.54,11913.64,11759.78,11901.2,364602328
2016-12-02,NIFTY50,11885.74,11907.62,11692.05,11740.55,247846487
2016-12-05,NIFTY50,11750.04,11994.23,11690.06,11953.14,197694980
2016-12-06,NIFTY50,11967.91,12011.81,11825.85,11871.41,219971647
2016-12-07,NIFTY50,11883.06,11919.63,11813.02,11902.63,246448016
2016-12-08,NIFTY50,11917.94,12060.94,11865.79,12012.65,360779864
2016-12-09,NIFTY50,12000.61,12009.11,11982.13,12004.22,209459018
2016-12-12,NIFTY50,12001.26,12128.25,11989.28,12097.79,401290749
2016-12-13,NIFTY50,12100.01,12107.38,11969.83,12004.36,292045228
2016-12-14,NIFTY50,12020.96,12225.81,11997.98,12204.21,240556452
2016-12-15,NIFTY50,12198.13,12391.13,12158.1,12336.94,221735216
2016-12-16,NIFTY50,12356.35,12567.29,12324.37,12514.39,272898907
2016-12-19,NIFTY50,12492.05,12516.86,12338.73,12411.3,400190016
2016-12-20,NIFTY50,12422.71,12442.48,12378.43,12399.38,280197936
2016-12-21,NIFTY50,12401.84,12438.37,12201.51,12205.5,175823151
2016-12-22,NIFTY50,12213.41,12257.39,12154.65,12169.23,168683958
2016-12-23,NIFTY50,12192.45,12227.1,12033.77,12042.12,401346066
2016-12-26,NIFTY50,12030.8,12205.23,12002.83,12158.4,382909570
2016-12-27,NIFTY50,12155.77,12174.97,12091.2,12125.04,278912804
2016-12-28,NIFTY50,12108.12,12158.72,12060.32,12067.32,350498105
2016-12-29,NIFTY50,12079.7,12096.19,12004.2,12008.59,375239520
2016-12-30,NIFTY50,12010.3,12072.77,11916.96,11951.01,289768721
2017-01-02,NIFTY50,11970.26,12129.77,11934.2,12078.0,472887828
2017-01-03,NIFTY50,12083.82,12092.54,11995.03,12049.77,248488927
2017-01-04,NIFTY50,12035.89,12087.57,12032.81,12073.6,195872302
2017-01-05,NIFTY50,12097.62,12143.15,12002.49,12062.86,291019501
2017-01-06,NIFTY50,12077.69,12083.99,12003.27,12043.47,453554290
2017-01-09,NIFTY50,12041.46,12104.57,11964.1,12020.83,438645283
2017-01-10,NIFTY50,12003.98,12128.27,11962.01,12087.18,215045390
2017-01-11,NIFTY50,12067.88,12088.6,12011.99,12050.72,344704596
2017-01-12,NIFTY50,12058.18,12099.57,12016.76,12050.96,242497321
2017-01-13,NIFTY50,12056.2,12220.77,12053.4,12170.11,360396781
2017-01-16,NIFTY50,12168.91,12290.13,12141.71,12270.36,358686321
2017-01-17,NIFTY50,12259.58,12295.74,12200.48,12251.66,205819812
2017-01-18,NIFTY50,12241.88,12315.68,12185.02,12260.96,324713257
2017-01-19,NIFTY50,12268.1,12281.94,12087.7,12103.05,416071921
2017-01-20,NIFTY50,12120.82,12180.53,12076.35,12113.8,237438854
2017-01-23,NIFTY50,12109.12,12165.83,12013.84,12051.75,174021171
2017-01-24,NIFTY50,12037.32,12213.03,12034.93,12208.81,200229763
2017-01-25,NIFTY50,12197.77,12261.1,12160.81,12200.82,217921470
2017-01-26,NIFTY50,12200.27,12244.14,12129.96,12211.45,408317174
2017-01-27,NIFTY50,12195.01,12260.46,12092.11,12146.69,209056688
2017-01-30,NIFTY50,12130.32,12171.97,11944.29,12013.84,298240363
2017-01-31,NIFTY50,12002.74,12032.24,11971.1,11972.54,160097908
2017-02-01,NIFTY50,11956.89,12129.58,11940.84,12071.57,339964181
2017-02-02,NIFTY50,12060.73,12125.53,11991.58,12053.17,402465559
2017-02-03,NIFTY50,12061.71,12121.37,11844.33,11872.63,235624630
2017-02-06,NIFTY50,11894.78,12293.14,11854.71,12231.54,392983659
2017-02-07,NIFTY50,12210.2,12451.03,12163.27,12377.63,334322383
2017-02-08,NIFTY50,12397.06,12419.28,12325.47,12336.56,288268241
2017-02-09,NIFTY50,12351.48,12405.01,12302.53,12360.51,229493147
2017-02-10,NIFTY50,12385.1,12404.38,12281.99,12312.91,372255682
2017-02-13,NIFTY50,12337.28,12397.68,12213.98,12239.18,285512124
2017-02-14,NIFTY50,12237.99,12307.06,12153.36,12179.56,326323130
2017-02-15,NIFTY50,12197.9,12234.48,12190.76,12221.19,226165606
2017-02-16,NIFTY50,12224.08,12291.02,12143.35,12212.73,332477439
2017-02-17,NIFTY50,12199.22,12300.74,12168.44,12236.76,334325122
2017-02-20,NIFTY50,12234.99,12243.63,12097.89,12101.79,208995836
2017-02-21,NIFTY50,12083.38,12204.96,12044.97,12155.32,388230920
2017-02-22,NIFTY50,12137.69,12345.52,12107.89,12330.7,452744093
2017-02-23,NIFTY50,12314.94,12492.17,12290.36,12486.12,275802984
2017-02-24,NIFTY50,12483.72,12676.46,12425.78,12660.56,267898412
2017-02-27,NIFTY50,12639.7,12725.24,12591.65,12678.5,371763979
2017-02-28,NIFTY50,12653.38,12693.9,12474.16,12529.08,176125220
2017-03-01,NIFTY50,12530.64,12538.52,12530.33,12537.17,285416026
2017-03-02,NIFTY50,12527.75,12697.62,12489.91,12689.8,352613730
2017-03-03,NIFTY50,12679.56,12819.91,12624.19,12797.58,468021099
2017-03-06,NIFTY50,12822.94,12966.49,12753.59,12939.88,380996578
2017-03-07,NIFTY50,12960.94,13056.52,12959.45,12993.21,281578032
2017-03-08,NIFTY50,13005.38,13112.19,12992.19,13065.96,366230681
2017-03-09,NIFTY50,13059.44,13148.98,12999.01,13098.66,180490997
2017-03-10,NIFTY50,13078.12,13292.2,13074.34,13225.85,232766394
2017-03-13,NIFTY50,13228.35,13266.01,13098.4,13110.44,168520195
2017-03-14,NIFTY50,13118.96,13140.22,12967.36,13014.65,239979037
2017-03-15,NIFTY50,13015.26,13200.38,12993.18,13151.64,228843272
2017-03-16,NIFTY50,13166.26,13231.95,12967.1,13043.25,370356133
2017-03-17,NIFTY50,13019.22,13058.68,13003.0,13019.91,415358665
2017-03-20,NIFTY50,13028.85,13281.65,12963.55,13209.77,475826412
2017-03-21,NIFTY50,13210.39,13480.62,13202.36,13422.35,333627965
2017-03-22,NIFTY50,13447.97,13469.28,13309.22,13313.22,263613182
2017-03-23,NIFTY50,13305.78,13412.76,13271.77,13358.52,219444437
2017-03-24,NIFTY50,13334.25,13447.11,13281.18,13378.72,245195338
2017-03-27,NIFTY50,13403.07,13555.99,13344.12,13534.21,390733861
2017-03-28,NIFTY50,13528.84,13652.34,13506.77,13573.97,367570380
2017-03-29,NIFTY50,13569.72,13641.87,13456.53,13470.0,238079189
2017-03-30,NIFTY50,13493.85,13590.65,13460.16,13577.66,441833936
2017-03-31,NIFTY50,13560.35,13591.25,13517.39,13546.54,169263984
2017-04-03,NIFTY50,13558.85,13676.42,13519.55,13603.63,429425047
2017-04-04,NIFTY50,13578.92,13600.24,13355.47,13380.7,502513435
2017-04-05,NIFTY50,13384.18,13462.71,13251.3,13304.77,350441982
2017-04-06,NIFTY50,13311.06,13345.63,13198.2,13255.99,423719135
2017-04-07,NIFTY50,13249.89,13316.59,13135.81,13179.97,189577713
2017-04-10,NIFTY50,13180.26,13566.33,13141.05,13528.24,301901328
2017-04-11,NIFTY50,13514.22,13592.88,13238.11,13242.11,326578858
2017-04-12,NIFTY50,13258.9,13265.18,13113.63,13148.68,418128556
2017-04-13,NIFTY50,13139.0,13216.31,12821.63,12879.22,192234176
2017-04-14,NIFTY50,12882.16,12882.18,12655.65,12662.55,366274861
2017-04-17,NIFTY50,12670.38,12705.07,12588.8,12614.6,185922385
2017-04-18,NIFTY50,12606.12,12721.19,12560.75,12662.89,358249614
2017-04-19,NIFTY50,12676.02,12759.71,12650.06,12742.76,326105694
2017-04-20,NIFTY50,12722.69,12791.16,12617.83,12655.22,395089901
2017-04-21,NIFTY50,12639.4,12709.95,12436.53,12465.92,454515653
2017-04-24,NIFTY50,12457.84,12555.14,12454.36,12498.36,221777748
2017-04-25,NIFTY50,12506.28,12578.03,12412.66,12422.69,443101168
2017-04-26,NIFTY50,12425.34,12457.61,12351.09,12394.61,432471193
2017-04-27,NIFTY50,12404.12,12483.11,12343.44,12470.12,218121184
2017-04-28,NIFTY50,12489.21,12526.99,12315.58,12344.07,311905143
2017-05-01,NIFTY50,12367.3,12567.57,12357.41,12533.52,428618688
2017-05-02,NIFTY50,12534.13,12693.66,12492.94,12629.77,342992401
2017-05-03,NIFTY50,12636.47,12741.71,12589.15,12726.37,329406912
2017-05-04,NIFTY50,12707.67,12879.0,12633.31,12824.34,264359597
2017-05-05,NIFTY50,12815.23,12824.1,12754.2,12781.21,421613643
2017-05-08,NIFTY50,12791.96,12957.25,12723.35,12905.04,478939572
2017-05-09,NIFTY50,12920.96,13063.05,12919.0,13022.2,248722935
2017-05-10,NIFTY50,13010.07,13371.82,12933.29,13309.09,347200668
2017-05-11,NIFTY50,13324.23,13560.91,13280.97,13544.34,403115956
2017-05-12,NIFTY50,13564.27,13676.86,13493.89,13616.44,377883331
2017-05-15,NIFTY50,13632.72,13693.07,13578.37,13669.48,368682495
2017-05-16,NIFTY50,13695.5,13873.84,13650.13,13847.86,177442906
2017-05-17,NIFTY50,13868.29,13955.18,13831.42,13883.5,278068420
2017-05-18,NIFTY50,13891.7,13954.64,13828.28,13873.78,257267492
2017-05-19,NIFTY50,13862.36,13986.38,13805.58,13971.5,268018443
2017-05-22,NIFTY50,13950.23,13977.76,13926.87,13974.35,292458070
2017-05-23,NIFTY50,13960.66,13988.35,13690.44,13748.98,270705699
2017-05-24,NIFTY50,13754.31,14119.11,13702.7,14053.88,380799011
2017-05-25,NIFTY50,14045.9,14111.97,13890.64,13917.18,294167215
2017-05-26,NIFTY50,13933.12,13946.44,13839.32,13884.57,375173564
2017-05-29,NIFTY50,13868.65,13970.45,13838.62,13942.68,278463886
2017-05-30,NIFTY50,13941.28,13988.23,13855.01,13917.82,157485777
2017-05-31,NIFTY50,13903.36,13956.94,13692.1,13767.99,311143766
2017-06-01,NIFTY50,13758.13,13834.21,13680.12,13758.6,359600927
2017-06-02,NIFTY50,13732.44,13775.03,13666.22,13729.7,435069420
2017-06-05,NIFTY50,13704.64,13778.51,13638.67,13654.44,449240406
2017-06-06,NIFTY50,13680.2,13963.84,13636.43,13899.35,218358812
2017-06-07,NIFTY50,13883.4,13940.49,13676.66,13745.58,289174041
2017-06-08,NIFTY50,13771.76,13835.82,13656.03,13709.21,193712964
2017-06-09,NIFTY50,13706.97,13799.36,13699.77,13771.95,187332824
2017-06-12,NIFTY50,13748.28,13843.14,13673.14,13775.23,369725522
2017-06-13,NIFTY50,13771.54,13772.94,13603.17,13658.34,474229313
2017-06-14,NIFTY50,13634.48,13695.51,13583.61,13587.32,198797535
2017-06-15,NIFTY50,13575.9,13631.77,13359.58,13408.37,340798636
2017-06-16,NIFTY50,13402.75,13455.88,13290.38,13328.29,462469295
2017-06-19,NIFTY50,13344.11,13412.12,13306.2,13329.79,227606362
2017-06-20,NIFTY50,13354.6,13555.36,13302.69,13485.19,174171622
2017-06-21,NIFTY50,13464.87,13465.28,13312.36,13360.19,479018995
2017-06-22,NIFTY50,13344.69,13546.04,13286.57,13486.05,288515665
2017-06-23,NIFTY50,13486.73,13499.75,13370.7,13388.43,306369456
2017-06-26,NIFTY50,13404.48,13559.69,13336.0,13490.7,478628271
2017-06-27,NIFTY50,13479.4,13484.85,13337.17,13345.04,455995790
2017-06-28,NIFTY50,13354.18,13372.97,13303.33,13326.13,190134696
2017-06-29,NIFTY50,13323.5,13372.77,13283.72,13308.13,234947308
2017-06-30,NIFTY50,13298.35,13332.53,13224.79,13225.18,299752440
2017-07-03,NIFTY50,13232.63,13254.59,13182.1,13210.6,331622943
2017-07-04,NIFTY50,13203.13,13227.33,13110.68,13154.23,254793017
2017-07-05,NIFTY50,13142.68,13327.65,13072.4,13261.89,276367577
2017-07-06,NIFTY50,13239.42,13429.47,13237.94,13423.4,473717971
2017-07-07,NIFTY50,13427.64,13538.52,13410.5,13476.32,176369344
2017-07-10,NIFTY50,13503.21,13541.46,13285.83,13347.91,379404402
2017-07-11,NIFTY50,13352.7,13557.91,13341.97,13488.54,463185697
2017-07-12,NIFTY50,13488.65,13542.29,13308.11,13376.16,258950717
2017-07-13,NIFTY50,13357.93,13488.1,13312.58,13442.42,239808441
2017-07-14,NIFTY50,13434.83,13452.47,13309.95,13349.0,196518210
2017-07-17,NIFTY50,13358.01,13417.31,13294.57,13375.75,365535435
2017-07-18,NIFTY50,13351.48,13430.04,13206.12,13231.85,476160765
2017-07-19,NIFTY50,13244.65,13290.63,13174.91,13220.14,355334775
2017-07-20,NIFTY50,13228.25,13294.56,13108.58,13149.34,370893025
2017-07-21,NIFTY50,13144.39,13224.77,13117.18,13160.24,412219905
2017-07-24,NIFTY50,13180.35,13262.2,13162.16,13227.28,447957301
2017-07-25,NIFTY50,13210.72,13290.31,13153.86,13261.49,219049883
2017-07-26,NIFTY50,13252.48,13261.5,13115.59,13168.95,435587013
2017-07-27,NIFTY50,13186.51,13293.5,13183.09,13291.71,258553674
2017-07-28,NIFTY50,13312.49,13324.22,13032.64,13045.66,292316827
2017-07-31,NIFTY50,13070.15,13120.15,12865.33,12933.5,328158812
2017-08-01,NIFTY50,12939.01,12984.37,12901.62,12947.75,270719914
2017-08-02,NIFTY50,12963.01,13026.82,12879.06,12893.13,442131646
2017-08-03,NIFTY50,12885.02,12920.08,12821.08,12866.68,278989570
2017-08-04,NIFTY50,12841.8,13028.14,12771.73,12987.41,410599053
2017-08-07,NIFTY50,12970.65,13040.82,12886.68,12933.22,453471623
2017-08-08,NIFTY50,12932.31,13055.72,12885.48,13045.52,163724193
2017-08-09,NIFTY50,13053.31,13101.29,13024.3,13060.38,175295689
2017-08-10,NIFTY50,13083.29,13121.13,12911.47,12971.29,361252452
2017-08-11,NIFTY50,12984.86,13039.14,12962.67,12970.28,222051553
2017-08-14,NIFTY50,12991.55,13002.93,12944.91,12996.39,450810952
2017-08-15,NIFTY50,13007.26,13125.87,12962.15,13063.99,224350894
2017-08-16,NIFTY50,13048.59,13111.56,12937.64,12969.45,222216752
2017-08-17,NIFTY50,12956.67,13023.14,12804.68,12837.3,381588834
2017-08-18,NIFTY50,12832.04,12979.64,12789.53,12963.8,493615728
2017-08-21,NIFTY50,12966.65,12986.39,12844.03,12867.7,359698439
2017-08-22,NIFTY50,12849.07,12915.67,12794.2,12803.35,287029118
2017-08-23,NIFTY50,12786.03,12802.48,12730.08,12760.75,342733290
2017-08-24,NIFTY50,12770.17,12774.16,12675.9,12705.56,159450277
2017-08-25,NIFTY50,12704.12,12792.56,12697.4,12746.66,300666672
2017-08-28,NIFTY50,12723.09,12966.37,12647.94,12936.54,493725060
2017-08-29,NIFTY50,12913.64,13192.56,12900.06,13131.61,478051571
2017-08-30,NIFTY50,13139.85,13248.95,13117.3,13185.35,174921079
2017-08-31,NIFTY50,13195.81,13244.52,13051.08,13104.08,364283591
2017-09-01,NIFTY50,13086.12,13400.19,13024.91,13320.52,395673595
2017-09-04,NIFTY50,13304.55,13305.78,13176.74,13232.61,211502106
2017-09-05,NIFTY50,13235.74,13282.03,13190.46,13218.02,301739558
2017-09-06,NIFTY50,13215.62,13467.19,13215.26,13434.63,283952641
2017-09-07,NIFTY50,13411.65,13598.87,13335.45,13574.9,470002071
2017-09-08,NIFTY50,13591.91,13655.27,13535.29,13608.33,361122159
2017-09-11,NIFTY50,13622.34,13710.41,13584.84,13631.79,404197074
2017-09-12,NIFTY50,13630.8,13698.25,13599.51,13677.09,277234651
2017-09-13,NIFTY50,13667.01,13776.21,13624.66,13697.69,157556949
2017-09-14,NIFTY50,13686.03,13727.44,13624.54,13694.66,334343719
2017-09-15,NIFTY50,13693.37,13998.77,13619.89,13969.14,353477748
2017-09-18,NIFTY50,13993.18,14009.15,13907.74,13969.52,276164932
2017-09-19,NIFTY50,13953.13,14065.41,13932.23,14048.32,360384747
2017-09-20,NIFTY50,14071.93,14314.04,14015.92,14256.24,176282271
2017-09-21,NIFTY50,14230.13,14271.31,14113.93,14166.69,440347689
2017-09-22,NIFTY50,14170.91,14242.25,14155.36,14218.81,440026841
2017-09-25,NIFTY50,14223.17,14267.43,14154.96,14262.79,419379724
2017-09-26,NIFTY50,14254.08,14389.92,14187.72,14316.02,410213394
2017-09-27,NIFTY50,14313.73,14372.92,14311.97,14312.99,263704208
2017-09-28,NIFTY50,14305.06,14546.89,14289.0,14472.05,323468368
2017-09-29,NIFTY50,14478.6,14510.39,14206.44,14249.09,303552362
2017-10-02,NIFTY50,14241.4,14292.23,14202.88,14257.96,221777590
2017-10-03,NIFTY50,14275.88,14337.62,14184.76,14253.53,449538971
2017-10-04,NIFTY50,14233.34,14315.25,14118.75,14131.43,168528028
2017-10-05,NIFTY50,14159.44,14231.6,13844.71,13887.8,374588988
2017-10-06,NIFTY50,13891.25,13938.57,13832.54,13865.68,241478071
2017-10-09,NIFTY50,13864.38,14046.76,13826.96,13993.87,360144773
2017-10-10,NIFTY50,13997.09,14065.12,13832.09,13860.71,406372265
2017-10-11,NIFTY50,13886.38,14065.6,13838.4,14048.83,498663849
2017-10-12,NIFTY50,14040.69,14159.31,13999.62,14102.35,404800554
2017-10-13,NIFTY50,14090.31,14143.72,14048.95,14061.17,246974154
2017-10-16,NIFTY50,14056.77,14233.18,14022.63,14181.08,204361134
2017-10-17,NIFTY50,14170.5,14226.03,13959.31,14019.07,403700815
2017-10-18,NIFTY50,14039.42,14070.01,13774.33,13823.01,446534682
2017-10-19,NIFTY50,13796.64,13960.3,13741.84,13899.61,203679006
2017-10-20,NIFTY50,13877.12,13955.12,13680.92,13719.87,202031019
2017-10-23,NIFTY50,13734.41,13741.27,13424.46,13445.63,280008096
2017-10-24,NIFTY50,13439.71,13728.79,13380.23,13709.93,464172075
